Cosine Similarity,Class,Modality Pair,i,j
0.7818901,2,rgb_pca,0,1
0.8034101,2,rgb_pca,0,1
0.8274534,2,rgb_pca,0,1
0.80189395,2,rgb_pca,0,1
0.7907022,2,rgb_pca,0,1
0.7697803,2,rgb_pca,0,1
0.7429319,2,rgb_pca,0,1
0.7624955,2,rgb_pca,0,1
0.77760315,2,rgb_pca,0,1
0.79351515,2,rgb_pca,0,1
0.7770375,2,rgb_pca,0,1
0.74182445,2,rgb_pca,0,1
0.7577787,2,rgb_pca,0,1
0.7764633,2,rgb_pca,0,1
0.80782056,2,rgb_pca,0,1
0.8225292,2,rgb_pca,0,1
0.8111696,2,rgb_pca,0,1
0.7982338,2,rgb_pca,0,1
0.7780293,2,rgb_pca,0,1
0.71763206,2,rgb_pca,0,1
0.74400395,2,rgb_pca,0,1
0.7607876,2,rgb_pca,0,1
0.7524615,2,rgb_pca,0,1
0.74710536,2,rgb_pca,0,1
0.736435,2,rgb_pca,0,1
0.7422851,2,rgb_pca,0,1
0.7390909,2,rgb_pca,0,1
0.78158927,2,rgb_pca,0,1
0.8314224,2,rgb_pca,0,1
0.81765395,2,rgb_pca,0,1
0.7993554,2,rgb_pca,0,1
0.7811053,2,rgb_pca,0,1
0.77286,2,rgb_pca,0,1
0.78632265,2,rgb_pca,0,1
0.8103196,2,rgb_pca,0,1
0.7773364,2,rgb_pca,0,1
0.7590569,2,rgb_pca,0,1
0.7585127,2,rgb_pca,0,1
0.749365,2,rgb_pca,0,1
0.7450769,2,rgb_pca,0,1
0.75003433,2,rgb_pca,0,1
0.74486965,2,rgb_pca,0,1
0.7593752,2,rgb_pca,0,1
0.80767775,2,rgb_pca,0,1
0.800647,2,rgb_pca,0,1
0.7854006,2,rgb_pca,0,1
0.76975673,2,rgb_pca,0,1
0.7711064,2,rgb_pca,0,1
0.7885169,2,rgb_pca,0,1
0.8035616,2,rgb_pca,0,1
0.7802451,2,rgb_pca,0,1
0.7704484,2,rgb_pca,0,1
0.75894296,7,rgb_pca,0,1
0.756585,7,rgb_pca,0,1
0.794277,7,rgb_pca,0,1
0.759962,7,rgb_pca,0,1
0.6916959,7,rgb_pca,0,1
0.7543448,7,rgb_pca,0,1
0.7513078,7,rgb_pca,0,1
0.78631246,7,rgb_pca,0,1
0.7812077,7,rgb_pca,0,1
0.7888346,7,rgb_pca,0,1
0.7373501,7,rgb_pca,0,1
0.7454911,7,rgb_pca,0,1
0.7206559,7,rgb_pca,0,1
0.75786084,7,rgb_pca,0,1
0.7787489,7,rgb_pca,0,1
0.763507,7,rgb_pca,0,1
0.7464181,7,rgb_pca,0,1
0.7701963,7,rgb_pca,0,1
0.80925417,7,rgb_pca,0,1
